stock_no,product_size,cost,product_type,buy_date,product_name
2848,3.05,586.07,clothing,2021-04-03,trousers
2849,7.93,658.09,furniture,2017-07-22,press
2850,8.87,525.52,clothing,2019-08-10,skirt
2851,8.08,661.68,furniture,2017-10-29,desk
2852,8.27,355.21,clothing,2020-03-13,polo
2853,3.19,275.88,food,2018-05-12,ice cream
2854,8.48,530.37,clothing,2020-05-05,underwear
2855,6.32,225.95,food,2017-01-26,rice
2856,5.63,732.6,food,2019-04-14,yoghurt
2857,8.47,590.03,furniture,2021-11-01,cot
2858,3.45,293.21,furniture,2015-10-30,chair
2859,4.72,680.88,furniture,2018-11-03,shelves
2860,0.63,937.14,furniture,2016-01-01,shelves
2861,8.33,401.51,furniture,2017-05-01,cot
2862,1.08,866.47,food,2018-02-21,wrap
2863,4.04,167.45,furniture,2017-10-25,desk
2864,9.61,329.14,furniture,2019-09-01,desk
2865,2.69,229.97,furniture,2020-08-17,sofa
2866,6.69,267.51,clothing,2015-08-04,underwear
2867,3.71,173.7,food,2015-09-14,beef
2868,3.41,216.5,furniture,2015-12-29,dining table
2869,8.82,128.13,food,2017-02-11,whey
2870,2.06,592.65,clothing,2020-11-04,socks
2871,0.1,726.43,clothing,2019-05-21,trousers
2872,3.66,228.8,food,2019-07-31,chicken
2873,9.11,862.54,food,2019-05-27,chicken
2874,9.72,210.96,food,2021-02-28,bread
2875,2.91,741.12,furniture,2018-09-13,dining table
2876,6.0,162.72,furniture,2017-06-04,desk
2877,4.22,912.76,clothing,2021-11-13,t-shirt
2878,7.24,274.31,clothing,2017-01-30,t-shirt
2879,7.02,285.36,furniture,2017-12-21,shelves
2880,9.29,250.61,furniture,2017-01-12,desk
2881,0.49,248.89,furniture,2015-04-27,desk
2882,1.51,300.82,clothing,2019-05-27,shirt
2883,1.67,62.68,furniture,2020-06-06,desk
2884,6.6,36.59,clothing,2015-03-26,tie
2885,9.75,320.05,clothing,2019-04-25,jeans
2886,8.76,758.99,furniture,2019-04-17,cot
2887,3.84,623.22,food,2021-01-09,chicken
2888,8.16,342.98,food,2015-07-15,wrap
2889,1.63,87.2,food,2015-09-27,bread
2890,2.2,252.28,food,2021-03-03,ice cream
2891,5.81,693.3,food,2021-09-22,noodles
2892,3.04,0.71,clothing,2016-04-23,polo
2893,1.43,762.4,food,2015-11-24,sauce
2894,1.22,619.62,food,2017-11-03,whey
2895,6.74,354.63,furniture,2015-04-29,chair
2896,1.64,654.25,furniture,2019-05-06,bed
2897,5.35,105.57,food,2015-04-01,yoghurt
2898,1.95,996.37,clothing,2019-02-07,underwear
2899,5.25,943.06,food,2021-12-30,ice cream
2900,4.55,260.35,clothing,2018-07-17,t-shirt
2901,8.05,80.35,clothing,2018-04-01,skirt
2902,7.12,29.56,furniture,2020-07-29,desk
2903,6.18,211.54,food,2017-06-10,noodles
2904,0.55,108.68,food,2019-07-21,sauce
2905,2.3,717.37,furniture,2020-02-21,bed
2906,5.63,786.15,food,2015-02-22,rice
2907,3.24,105.85,food,2021-11-11,roll
2908,7.36,351.2,food,2015-04-20,yoghurt
2909,7.76,571.57,food,2021-02-03,beef
2910,4.95,869.06,clothing,2017-06-08,t-shirt
2911,3.59,655.45,furniture,2017-02-17,desk
2912,1.34,41.72,clothing,2015-04-13,polo
2913,8.82,178.99,food,2017-05-04,bread
2914,4.48,647.22,furniture,2017-10-22,bed
2915,9.44,833.2,clothing,2015-10-18,tie
2916,5.13,524.71,clothing,2021-10-08,skirt
2917,6.87,885.43,clothing,2015-11-10,t-shirt
2918,2.96,16.67,food,2016-10-31,quinoa
2919,8.66,669.06,clothing,2016-07-04,dress
2920,4.07,814.28,furniture,2018-11-19,dining table
2921,6.55,319.0,food,2018-08-17,ice cream
2922,2.35,3.47,furniture,2017-10-16,sofa
2923,4.39,546.68,food,2021-03-24,yoghurt
2924,4.99,449.74,clothing,2020-08-02,polo
2925,9.48,325.5,furniture,2016-10-10,press
2926,0.55,309.9,clothing,2021-04-03,skirt
2927,0.64,522.81,clothing,2016-06-15,tie
2928,4.06,934.9,food,2015-03-19,roll
2929,3.94,908.67,food,2015-09-16,roll
2930,4.83,703.8,clothing,2017-01-20,tie
2931,3.16,19.54,clothing,2020-08-18,skirt
2932,9.25,927.87,furniture,2020-03-26,shelves
2933,8.95,956.51,food,2015-10-10,ice cream
2934,3.65,477.12,clothing,2017-06-17,t-shirt
2935,2.53,984.71,food,2021-12-23,sauce
2936,1.4,892.41,furniture,2019-02-12,bed
2937,8.18,98.32,food,2016-03-07,noodles
2938,7.87,962.86,furniture,2019-07-29,bed
2939,8.1,469.77,furniture,2021-11-06,dining table
2940,6.64,919.05,furniture,2021-06-03,press
2941,9.61,810.69,food,2018-07-14,noodles
2942,9.51,211.03,furniture,2021-08-17,shelves
2943,1.89,393.01,clothing,2020-01-18,skirt
2944,2.6,59.99,clothing,2017-06-01,shirt
2945,3.91,655.23,furniture,2016-08-01,bed
2946,6.26,136.79,clothing,2015-05-06,dress
2947,5.64,200.51,food,2020-06-16,noodles
2948,4.14,27.43,clothing,2016-05-17,t-shirt
2949,6.01,851.39,food,2018-01-09,rice
2950,3.03,514.37,furniture,2021-05-24,cot
2951,4.08,667.31,furniture,2017-03-16,press
2952,9.47,708.04,food,2017-06-20,quinoa
2953,5.46,431.81,clothing,2021-07-03,trousers
2954,9.84,12.17,clothing,2015-12-14,dress
2955,3.16,597.68,clothing,2020-05-21,jeans
2956,3.62,872.38,furniture,2016-05-19,sofa
2957,8.16,551.3,furniture,2015-03-29,bed
2958,7.73,444.02,furniture,2018-10-13,shelves
2959,4.26,681.56,clothing,2018-06-01,polo
2960,8.89,979.63,food,2016-08-24,sauce
2961,7.8,988.5,furniture,2021-07-18,shelves
2962,7.84,348.58,clothing,2018-10-14,underwear
2963,5.33,7.63,food,2016-02-20,wrap
2964,6.6,46.62,clothing,2020-01-11,tie
2965,8.81,196.0,food,2021-08-02,ice cream
2966,5.52,442.86,furniture,2020-04-29,desk
2967,4.09,949.65,food,2017-11-19,chicken
2968,1.19,387.74,food,2020-03-25,noodles
2969,0.16,97.46,furniture,2020-08-26,desk
2970,2.84,52.38,furniture,2018-03-13,shelves
2971,0.52,894.11,clothing,2015-06-23,tie
2972,5.92,315.26,furniture,2015-12-06,desk
2973,3.63,886.52,food,2021-03-15,ice cream
2974,8.86,738.16,furniture,2017-03-12,dining table
2975,1.45,939.64,food,2020-12-20,rice
2976,0.52,568.93,clothing,2021-11-06,trousers
2977,7.01,630.71,furniture,2019-07-25,cot
2978,7.06,672.57,clothing,2021-04-15,trousers
2979,7.76,712.04,food,2016-11-08,bread
2980,9.32,381.03,furniture,2016-05-16,desk
2981,4.05,787.86,furniture,2017-09-07,sofa
2982,0.96,923.85,furniture,2019-08-21,desk
2983,2.15,976.01,food,2020-06-16,whey
2984,2.2,117.71,furniture,2020-09-25,press
2985,6.02,320.23,furniture,2019-03-19,desk
2986,3.77,609.13,furniture,2015-01-10,desk
2987,1.86,27.53,clothing,2020-05-08,polo
2988,6.54,640.7,food,2015-04-16,roll
2989,8.53,834.8,food,2018-09-05,beef
2990,6.29,285.61,furniture,2016-06-27,shelves
2991,0.03,609.48,clothing,2019-09-27,underwear
2992,1.17,145.77,food,2019-03-12,beef
2993,5.37,328.26,food,2016-05-18,rice
2994,0.98,990.18,food,2017-09-15,rice
2995,2.24,541.36,food,2019-06-22,yoghurt
2996,2.43,689.44,food,2017-08-12,quinoa
2997,1.29,705.24,clothing,2018-02-06,jeans
2998,5.66,938.14,clothing,2021-05-18,t-shirt
2999,3.91,717.19,clothing,2018-02-14,socks
3000,3.74,708.69,furniture,2017-01-05,bed
3001,4.07,487.13,clothing,2018-02-09,jeans
3002,6.71,919.71,food,2019-02-03,wrap
3003,7.03,84.75,clothing,2017-09-08,polo
3004,7.21,920.42,clothing,2017-09-09,underwear
3005,1.61,898.86,clothing,2020-05-10,trousers
3006,2.33,603.03,clothing,2020-03-13,tie
3007,5.12,501.25,food,2017-11-11,roll
3008,4.78,685.73,furniture,2017-09-08,desk
3009,5.85,688.85,furniture,2018-05-22,press
3010,1.56,726.01,furniture,2018-12-12,press
3011,4.47,561.32,food,2021-09-05,wrap
3012,9.64,30.0,food,2016-08-28,ice cream
3013,9.53,578.84,clothing,2018-07-17,dress
3014,3.76,955.99,food,2016-02-23,quinoa
3015,6.13,565.32,furniture,2019-11-28,dining table
3016,9.66,934.9,clothing,2017-03-15,t-shirt
3017,0.34,871.85,furniture,2017-04-19,sofa
3018,9.76,465.18,food,2017-10-28,bread
3019,1.9,588.31,clothing,2019-02-21,skirt
3020,9.81,886.07,clothing,2016-07-07,tie
3021,4.68,72.35,furniture,2017-10-01,sofa
3022,1.21,988.7,furniture,2019-05-01,shelves
3023,7.39,788.08,food,2020-01-24,ice cream
3024,5.1,392.68,clothing,2016-01-19,tie
3025,0.29,897.82,furniture,2015-04-28,press
3026,0.62,114.69,furniture,2021-02-14,sofa
3027,3.66,770.61,food,2015-01-01,sauce
3028,3.37,759.68,furniture,2021-08-24,shelves
3029,9.83,632.72,food,2020-09-10,whey
3030,4.35,836.72,clothing,2016-08-23,polo
3031,5.49,473.94,clothing,2018-02-13,polo
3032,8.66,834.94,clothing,2017-06-23,socks
3033,9.57,600.33,furniture,2019-09-27,dining table
3034,6.12,579.06,clothing,2016-08-28,socks
3035,3.62,301.44,food,2020-11-23,wrap
3036,8.55,409.52,clothing,2018-11-23,tie
3037,5.68,422.3,furniture,2016-01-14,sofa
3038,7.89,201.77,clothing,2015-10-19,socks
3039,4.86,15.92,clothing,2019-03-31,jeans
3040,3.93,51.43,clothing,2019-03-01,socks
3041,6.05,384.46,clothing,2016-10-21,skirt
3042,4.93,50.06,food,2020-11-10,sauce
3043,8.66,340.12,furniture,2017-07-29,dining table
3044,5.05,899.8,food,2018-02-09,roll
3045,7.9,428.32,clothing,2020-05-07,dress
3046,5.38,856.53,clothing,2020-03-25,shirt
3047,6.19,840.83,furniture,2021-10-05,desk
3048,2.27,787.92,food,2018-01-09,whey
3049,3.02,820.94,clothing,2017-09-09,polo
3050,9.66,304.71,clothing,2019-01-17,dress
3051,7.39,466.4,food,2017-09-13,ice cream
3052,3.87,377.53,clothing,2015-05-26,dress
3053,4.33,785.61,food,2015-11-11,yoghurt
3054,6.98,536.15,furniture,2016-06-30,desk
3055,3.88,228.55,clothing,2021-11-18,dress
3056,2.04,221.01,furniture,2017-02-22,press
3057,5.82,158.85,clothing,2018-06-07,underwear
3058,8.84,13.53,clothing,2015-09-29,jeans
3059,0.03,365.8,furniture,2019-12-29,chair
3060,4.69,190.22,clothing,2020-03-14,socks
3061,1.71,301.13,furniture,2018-06-10,desk
3062,1.4,472.25,furniture,2015-02-01,desk
3063,4.14,135.0,clothing,2016-11-29,jeans
3064,3.06,968.5,food,2018-06-17,sauce
3065,5.36,322.09,food,2016-08-12,rice
3066,3.88,130.68,food,2016-02-21,rice
3067,2.03,198.64,clothing,2019-10-16,shirt
3068,1.05,337.33,clothing,2017-04-19,shirt
3069,3.86,508.24,furniture,2019-03-27,desk
3070,4.95,883.45,clothing,2018-03-08,trousers
3071,2.12,911.08,clothing,2016-03-21,polo
3072,1.96,458.0,food,2016-11-07,rice
3073,9.06,779.72,furniture,2017-06-06,sofa
3074,8.61,74.65,furniture,2021-04-29,bed
3075,0.81,678.09,clothing,2020-02-06,trousers
3076,2.53,272.58,food,2020-09-04,chicken
3077,3.41,149.23,food,2016-03-14,beef
3078,3.35,448.82,food,2020-12-31,sauce
3079,2.43,198.67,furniture,2020-05-18,cot
3080,1.99,593.04,clothing,2020-10-03,dress
3081,6.88,767.59,food,2021-12-30,whey
3082,8.35,723.15,clothing,2021-08-20,trousers
3083,6.65,295.2,clothing,2019-07-26,tie
3084,8.88,559.83,furniture,2015-12-06,press
3085,4.73,36.65,furniture,2017-03-25,press
3086,1.7,470.55,clothing,2015-12-16,socks
3087,7.4,221.04,food,2015-01-20,wrap
3088,0.49,941.38,furniture,2016-05-30,dining table
3089,3.05,527.1,clothing,2016-02-08,polo
3090,3.47,243.3,clothing,2019-05-19,trousers
3091,3.21,395.47,furniture,2019-12-15,dining table
3092,0.55,937.72,clothing,2021-03-12,underwear
3093,0.35,19.06,food,2019-09-07,yoghurt
3094,6.48,743.77,clothing,2017-11-24,jeans
3095,4.58,17.73,food,2015-06-03,chicken
3096,6.36,333.94,furniture,2017-07-21,chair
3097,7.88,863.21,food,2019-11-12,wrap
3098,2.32,537.78,furniture,2019-07-09,chair
3099,3.59,816.77,clothing,2017-04-26,trousers
3100,8.45,431.26,furniture,2020-12-25,cot
3101,8.51,213.3,food,2017-09-02,beef
3102,8.22,985.16,food,2020-02-02,sauce
3103,3.05,367.84,food,2021-01-05,wrap
3104,9.33,329.52,food,2020-07-06,wrap
3105,2.37,541.83,furniture,2015-02-09,bed
3106,9.73,893.17,furniture,2018-06-07,desk
3107,0.28,275.44,food,2021-01-12,bread
3108,5.18,801.85,clothing,2020-07-22,t-shirt
3109,6.75,218.85,food,2019-02-16,beef
3110,4.5,843.34,furniture,2019-04-12,cot
3111,4.26,421.21,furniture,2017-02-01,dining table
3112,4.22,336.18,food,2021-05-20,ice cream
3113,7.03,180.73,furniture,2021-10-07,chair
3114,1.84,484.37,clothing,2016-08-24,dress
3115,3.33,187.02,clothing,2016-11-13,trousers
3116,0.59,777.21,furniture,2020-12-05,dining table
3117,8.98,200.29,furniture,2017-11-30,desk
3118,6.65,894.23,food,2015-06-04,noodles
3119,7.22,850.78,food,2018-10-09,quinoa
3120,7.31,887.95,clothing,2020-12-24,tie
3121,4.97,148.05,clothing,2015-08-08,skirt
3122,8.29,68.47,furniture,2019-06-30,desk
3123,8.29,16.08,furniture,2016-08-01,sofa
3124,3.21,540.28,furniture,2021-09-18,desk
3125,6.7,390.27,clothing,2016-11-19,dress
3126,5.21,941.02,clothing,2019-08-30,jeans
3127,7.01,766.5,food,2018-04-19,beef
3128,2.23,807.51,furniture,2015-11-08,chair
3129,7.57,496.98,clothing,2016-02-16,shirt
3130,5.13,822.26,food,2017-12-29,chicken
3131,9.99,572.93,furniture,2021-04-25,shelves
3132,7.03,879.16,food,2019-11-21,chicken
3133,8.5,739.27,furniture,2016-07-17,dining table
3134,2.4,79.69,food,2020-03-09,rice
3135,9.91,662.3,food,2018-12-09,rice
3136,8.68,455.8,food,2016-09-24,chicken
3137,4.18,344.18,clothing,2019-08-09,shirt
3138,6.29,887.4,food,2021-10-10,chicken
3139,3.02,772.38,food,2021-07-27,sauce
3140,7.95,808.15,food,2019-06-09,noodles
3141,0.06,374.78,furniture,2016-01-09,dining table
3142,8.23,767.99,furniture,2018-02-06,desk
3143,0.47,662.83,furniture,2016-07-27,bed
3144,1.75,651.74,food,2019-04-21,rice
3145,0.48,228.54,clothing,2017-05-22,shirt
3146,7.45,464.96,food,2020-06-04,beef
3147,2.51,883.29,furniture,2020-03-13,press
3148,8.86,259.29,furniture,2015-03-08,cot
3149,0.72,76.76,furniture,2019-02-11,press
3150,0.77,894.33,furniture,2016-09-12,press
3151,7.65,876.76,furniture,2015-10-09,bed
3152,1.7,971.37,food,2017-11-12,bread
3153,3.68,61.03,furniture,2020-03-04,chair
3154,4.03,25.94,furniture,2019-09-05,desk
3155,2.29,444.79,furniture,2018-12-24,shelves
3156,3.45,543.39,clothing,2017-04-24,skirt
3157,2.15,758.85,food,2020-12-03,yoghurt
3158,9.72,702.54,food,2020-12-03,rice
3159,2.52,569.46,clothing,2016-02-29,shirt
3160,5.12,798.67,clothing,2020-09-29,underwear
3161,2.14,910.94,clothing,2020-12-10,dress
3162,3.5,767.3,food,2019-11-15,bread
3163,2.1,867.24,food,2017-09-08,rice
3164,5.49,483.23,clothing,2016-09-11,trousers
3165,7.46,487.4,clothing,2016-08-19,skirt
3166,3.77,893.36,clothing,2020-11-11,dress
3167,6.75,303.78,furniture,2019-11-13,press
3168,2.23,871.61,furniture,2021-07-31,chair
3169,1.22,350.47,clothing,2018-09-28,t-shirt
3170,3.97,317.32,furniture,2021-03-13,press
3171,1.99,170.25,clothing,2016-04-06,socks
3172,8.64,516.92,clothing,2021-09-06,t-shirt
3173,9.84,452.1,clothing,2019-09-25,skirt
3174,0.61,22.71,furniture,2021-12-09,press
3175,5.57,152.96,clothing,2018-04-02,dress
3176,0.06,397.92,clothing,2016-04-13,shirt
3177,2.43,303.82,furniture,2021-07-10,dining table
3178,7.59,934.13,food,2015-01-28,sauce
3179,6.22,612.06,food,2018-04-26,yoghurt
3180,7.65,909.23,furniture,2016-12-07,press
3181,7.44,826.74,clothing,2021-08-13,t-shirt
3182,2.36,353.69,food,2018-02-07,ice cream
3183,2.95,602.02,clothing,2016-12-12,underwear
3184,0.96,407.52,food,2017-04-13,beef
3185,7.07,414.04,furniture,2021-05-25,sofa
3186,0.82,744.11,food,2020-04-02,whey
3187,1.6,370.35,food,2015-08-17,wrap
3188,0.49,989.34,clothing,2016-05-04,polo
3189,8.85,572.98,clothing,2020-11-21,jeans
3190,7.54,558.78,food,2020-07-10,chicken
3191,2.24,806.08,food,2017-11-28,bread
3192,8.94,973.42,furniture,2021-04-26,desk
3193,5.88,654.19,furniture,2018-03-23,shelves
3194,0.06,423.92,clothing,2015-08-21,dress
3195,2.33,890.02,furniture,2021-10-12,shelves
3196,2.46,509.41,furniture,2017-08-29,press
3197,3.68,622.34,clothing,2021-05-22,tie
3198,2.13,379.5,clothing,2020-08-06,t-shirt
3199,4.95,143.54,food,2018-10-08,quinoa
3200,7.55,411.87,clothing,2018-06-27,shirt
3201,9.48,811.13,clothing,2017-05-25,dress
3202,5.91,437.0,clothing,2018-07-31,skirt
3203,3.64,437.56,furniture,2015-01-12,chair
3204,6.09,807.82,clothing,2021-11-06,dress
3205,6.65,593.82,food,2015-01-03,yoghurt
3206,5.82,595.7,clothing,2016-02-02,shirt
3207,2.27,28.49,food,2019-12-16,rice
3208,3.01,896.77,clothing,2019-04-08,dress
3209,3.13,610.79,furniture,2021-05-30,press
3210,4.35,17.32,clothing,2017-10-02,tie
3211,3.23,202.59,furniture,2017-12-07,shelves
3212,8.55,222.99,food,2016-12-12,noodles
3213,8.51,69.29,clothing,2016-02-23,t-shirt
3214,7.96,323.5,food,2018-11-20,sauce
3215,8.23,634.89,food,2019-10-02,rice
3216,8.87,829.05,clothing,2016-02-03,skirt
3217,1.01,804.75,clothing,2017-01-09,skirt
3218,5.01,733.56,food,2016-11-29,ice cream
3219,8.15,288.84,furniture,2017-06-20,cot
3220,9.01,318.37,food,2021-02-06,chicken
3221,5.97,88.61,clothing,2015-04-06,underwear
3222,4.01,10.66,food,2020-05-06,quinoa
3223,9.42,44.11,food,2017-11-11,quinoa
3224,2.81,107.8,clothing,2018-10-07,trousers
3225,8.22,912.67,furniture,2020-11-29,shelves
3226,3.41,532.39,clothing,2018-01-28,socks
3227,9.37,25.2,clothing,2020-02-06,t-shirt
3228,9.86,920.21,clothing,2017-01-18,trousers
3229,3.58,525.24,food,2021-10-17,yoghurt
3230,0.9,309.86,furniture,2015-11-11,cot
3231,4.07,585.96,food,2018-02-05,beef
3232,0.56,54.81,food,2015-04-06,wrap
3233,7.86,747.53,food,2021-10-02,bread
3234,0.96,203.45,food,2021-07-25,wrap
3235,0.2,870.35,furniture,2021-02-16,sofa
3236,1.14,931.43,food,2019-10-21,sauce
3237,4.29,50.58,clothing,2017-01-06,polo
3238,1.84,988.13,clothing,2020-05-02,skirt
3239,4.58,505.39,furniture,2016-04-03,bed
3240,0.93,115.35,food,2020-06-14,rice
3241,3.26,628.53,clothing,2015-04-15,jeans
3242,3.89,37.65,furniture,2020-03-10,sofa
3243,3.14,336.71,clothing,2015-05-02,polo
3244,4.93,117.3,furniture,2018-06-07,dining table
3245,3.19,724.45,food,2020-09-10,beef
3246,5.64,177.99,food,2018-06-28,sauce
3247,2.41,24.32,clothing,2018-05-30,jeans
3248,1.97,455.54,clothing,2019-04-26,skirt
3249,6.97,578.45,clothing,2017-01-04,shirt
3250,8.75,879.31,clothing,2021-05-04,shirt
3251,9.02,661.42,furniture,2017-11-06,press
3252,7.31,141.03,food,2017-02-28,chicken
3253,1.83,442.63,clothing,2019-02-25,socks
3254,1.6,417.92,food,2015-11-20,wrap
3255,1.23,189.72,clothing,2016-07-09,socks
3256,1.42,821.5,furniture,2019-04-23,shelves
3257,0.29,353.23,furniture,2019-10-27,bed
3258,5.7,988.26,food,2015-12-28,whey
3259,1.18,564.55,clothing,2017-02-03,socks
3260,9.26,91.48,food,2018-01-05,rice
3261,3.46,77.05,food,2018-08-01,yoghurt
3262,3.18,308.38,furniture,2020-10-03,shelves
3263,4.3,483.29,food,2018-05-13,chicken
3264,6.29,449.66,food,2019-11-26,whey
3265,7.97,427.71,clothing,2021-10-03,polo
3266,9.57,912.76,food,2019-05-18,sauce
3267,0.35,507.1,food,2017-03-24,sauce
3268,0.7,536.05,clothing,2021-09-19,underwear
3269,7.22,421.76,furniture,2016-07-27,press
3270,7.24,697.29,clothing,2019-06-11,polo
3271,1.59,434.79,furniture,2017-06-14,cot
3272,9.86,290.94,furniture,2019-07-05,desk
3273,5.17,701.6,furniture,2019-11-14,dining table
3274,1.34,748.05,clothing,2021-09-07,socks
3275,1.28,679.08,food,2020-03-28,rice
3276,9.13,0.13,furniture,2021-11-21,desk
3277,8.84,466.39,clothing,2018-06-27,skirt
3278,4.91,115.62,clothing,2017-05-23,t-shirt
3279,1.34,488.01,clothing,2016-07-07,jeans
3280,1.38,575.15,clothing,2015-03-24,underwear
3281,7.09,391.19,food,2021-10-02,ice cream
3282,1.54,966.67,food,2016-12-01,chicken
3283,9.81,932.6,clothing,2020-10-31,skirt
3284,6.01,320.93,food,2017-03-04,noodles
3285,0.48,904.88,furniture,2019-10-25,bed
3286,9.07,96.3,furniture,2019-09-09,desk
3287,6.44,835.98,furniture,2018-08-27,desk
3288,0.65,731.98,furniture,2018-10-31,desk
3289,0.75,934.89,food,2016-03-31,roll
3290,5.72,229.74,clothing,2021-04-15,tie
3291,2.24,550.15,furniture,2020-11-09,desk
3292,7.84,818.22,furniture,2016-10-30,chair
3293,7.53,73.98,clothing,2015-07-15,trousers
3294,2.68,690.98,clothing,2020-11-23,underwear
3295,9.94,385.0,furniture,2018-02-19,chair
3296,3.8,826.91,food,2021-09-05,wrap
3297,6.35,502.84,furniture,2018-09-10,shelves
3298,8.57,219.25,furniture,2020-05-24,desk
3299,9.71,638.66,furniture,2015-03-06,dining table
3300,8.86,464.62,food,2020-11-05,noodles
3301,9.03,544.92,food,2015-10-28,rice
3302,4.2,981.78,food,2019-11-29,quinoa
3303,0.28,913.07,furniture,2018-04-29,dining table
3304,2.98,34.2,food,2015-07-06,rice
3305,0.13,619.39,food,2020-04-01,quinoa
3306,1.36,7.89,food,2017-01-11,ice cream
3307,0.14,102.37,furniture,2017-01-01,sofa
3308,5.09,332.78,clothing,2017-02-24,underwear
3309,7.81,19.72,food,2017-04-30,chicken
3310,3.74,752.93,furniture,2019-06-14,shelves
3311,3.38,699.17,food,2017-10-07,beef
3312,9.99,795.47,furniture,2019-05-11,desk
3313,3.04,660.75,furniture,2020-06-08,sofa
3314,8.39,967.13,clothing,2019-01-03,polo
3315,5.59,928.15,furniture,2021-10-31,desk
3316,9.93,299.05,furniture,2016-11-02,sofa
3317,0.2,0.53,furniture,2015-05-06,cot
3318,3.74,422.24,furniture,2015-09-29,desk
3319,1.57,236.67,food,2021-12-15,wrap
3320,2.77,988.97,food,2016-02-23,sauce
3321,5.65,875.15,food,2019-05-23,whey
3322,7.65,802.35,furniture,2016-12-11,cot
3323,4.54,46.47,furniture,2016-05-06,press
3324,2.71,40.89,food,2016-11-30,noodles
3325,5.64,814.06,clothing,2021-05-28,tie
3326,8.04,952.19,furniture,2017-02-21,sofa
3327,4.85,344.74,food,2019-03-02,sauce
3328,7.98,421.92,food,2019-08-21,bread
3329,9.28,464.57,food,2020-06-28,wrap
3330,5.83,617.34,furniture,2019-02-03,desk
3331,9.77,956.11,furniture,2016-11-03,shelves
3332,8.67,858.46,food,2015-05-06,yoghurt
